STATEFP,COUNTYFP,TRACTCE,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,population,area_km2,population_density,log_population_density,observations,diversity,total_birds,population_summary,area_km2_summary,population_density_summary,log_population_density_summary,log_observations,log_total_birds,nlcd_code,nlcd_class,pop_density_group
48,355,003204,1400000US48355003204,48355003204,32.04,Census Tract 32.04,TX,Nueces County,Texas,CT,2290637,0,4530,2.296432161864036,1972.6252206479094,7.5876273441403415,10.0,8.0,225.0,4530.0,2.296432161864036,1972.6252206479094,7.5876273441403415,2.3978952727983707,5.420534999272286,23,Developed,High density
48,355,003306,1400000US48355003306,48355003306,33.06,Census Tract 33.06,TX,Nueces County,Texas,CT,2937338,0,5235,2.9380446383040733,1781.79729870333,7.485938925872313,22.0,13.0,176.0,5235.0,2.9380446383040733,1781.79729870333,7.485938925872313,3.1354942159291497,5.176149732573829,23,Developed,High density
48,337,950300,1400000US48337950300,48337950300,9503,Census Tract 9503,TX,Montague County,Texas,CT,8140201,0,2933,8.127265816573399,360.88397576697025,5.891323651520785,71.0,45.0,224.0,2933.0,8.127265816573399,360.88397576697025,5.891323651520785,4.276666119016055,5.41610040220442,71,Grassland,Medium density
48,049,951000,1400000US48049951000,48049951000,9510,Census Tract 9510,TX,Brown County,Texas,CT,5235356,0,2726,5.247862115053721,519.449623529618,6.254693098605693,7.0,7.0,75.0,2726.0,5.247862115053721,519.449623529618,6.254693098605693,2.0794415416798357,4.330733340286331,22,Developed,Medium density
48,135,002501,1400000US48135002501,48135002501,25.01,Census Tract 25.01,TX,Ector County,Texas,CT,16978150,144818,11693,17.118355592876,683.0679463666578,6.5280572494823375,28.0,16.0,114.0,11693.0,17.118355592876,683.0679463666578,6.5280572494823375,3.367295829986474,4.74493212836325,52,Shrub/Scrub,Medium density
48,187,210300,1400000US48187210300,48187210300,2103,Census Tract 2103,TX,Guadalupe County,Texas,CT,5976703,92093,5855,6.080355670563893,962.9370907272939,6.871026033899467,358.0,76.0,1559.0,5855.0,6.080355670563893,962.9370907272939,6.871026033899467,5.883322388488279,7.352441100243583,22,Developed,Medium density
48,187,210200,1400000US48187210200,48187210200,2102,Census Tract 2102,TX,Guadalupe County,Texas,CT,5425008,0,4575,5.418378443198052,844.348553346844,6.7397490314747674,18.0,12.0,69.0,4575.0,5.418378443198052,844.348553346844,6.7397490314747674,2.9444389791664403,4.248495242049359,22,Developed,Medium density
48,209,010100,1400000US48209010100,48209010100,101,Census Tract 101,TX,Hays County,Texas,CT,1600176,0,3125,1.6018570089623212,1950.8607712896714,7.576538438245635,78.0,41.0,337.0,3125.0,1.6018570089623212,1950.8607712896714,7.576538438245635,4.3694478524670215,5.823045895483019,22,Developed,High density
48,281,950400,1400000US48281950400,48281950400,9504,Census Tract 9504,TX,Lampasas County,Texas,CT,27326277,24267,3978,27.33634858345383,145.52053240965063,4.987165571603511,1020.0,98.0,3362.0,3978.0,27.33634858345383,145.52053240965063,4.987165571603511,6.928537818164665,8.12058871174027,52,Shrub/Scrub,Low density
48,281,950500,1400000US48281950500,48281950500,9505,Census Tract 9505,TX,Lampasas County,Texas,CT,18160972,14302,4531,18.16565603348128,249.42671994057764,5.523166342560806,192.0,52.0,1045.0,4531.0,18.16565603348128,249.42671994057764,5.523166342560806,5.262690188904886,6.952728644624869,52,Shrub/Scrub,Low density
48,293,970100,1400000US48293970100,48293970100,9701,Census Tract 9701,TX,Limestone County,Texas,CT,622789836,7579138,2080,630.2706441299802,3.3001695690130277,1.4586544565761836,93.0,48.0,279.0,2080.0,630.2706441299802,3.3001695690130277,1.4586544565761836,4.543294782270004,5.634789603169249,81,Agriculture,Low density
48,323,950602,1400000US48323950602,48323950602,9506.02,Census Tract 9506.02,TX,Maverick County,Texas,CT,3890209,82843,4975,3.968917336728944,1253.4904554349416,7.1344847575152315,303.0,71.0,2854.0,4975.0,3.968917336728944,1253.4904554349416,7.1344847575152315,5.717027701406222,7.956827122090111,23,Developed,Medium density
48,323,950400,1400000US48323950400,48323950400,9504,Census Tract 9504,TX,Maverick County,Texas,CT,1557660,0,3429,1.5575520446849975,2201.531571096546,7.6973626919171565,2.0,2.0,2.0,3429.0,1.5575520446849975,2201.531571096546,7.6973626919171565,1.0986122886681098,1.0986122886681098,23,Developed,High density
48,323,950601,1400000US48323950601,48323950601,9506.01,Census Tract 9506.01,TX,Maverick County,Texas,CT,1611694,0,2066,1.6159053531053622,1278.5402288752057,7.154256096196013,6.0,4.0,36.0,2066.0,1.6159053531053622,1278.5402288752057,7.154256096196013,1.9459101490553132,3.6109179126442243,23,Developed,Medium density
48,027,021901,1400000US48027021901,48027021901,219.01,Census Tract 219.01,TX,Bell County,Texas,CT,3726975,0,2836,3.701117491901131,766.2550584264886,6.642819286409345,3.0,3.0,8.0,2836.0,3.701117491901131,766.2550584264886,6.642819286409345,1.3862943611198906,2.1972245773362196,22,Developed,Medium density
48,027,022200,1400000US48027022200,48027022200,222,Census Tract 222,TX,Bell County,Texas,CT,5161973,66252,4011,5.23646270205466,765.9750920074694,6.6424543262734135,9.0,4.0,13.0,4011.0,5.23646270205466,765.9750920074694,6.6424543262734135,2.302585092994046,2.6390573296152584,23,Developed,Medium density
48,027,022600,1400000US48027022600,48027022600,226,Census Tract 226,TX,Bell County,Texas,CT,2234285,12988,4050,2.2462921132360094,1802.9712058088332,7.4977457391918785,85.0,34.0,563.0,4050.0,2.2462921132360094,1802.9712058088332,7.4977457391918785,4.454347296253507,6.335054251498059,23,Developed,High density
48,027,022900,1400000US48027022900,48027022900,229,Census Tract 229,TX,Bell County,Texas,CT,2299531,6915,4036,2.3161911110263143,1742.5159697688464,7.463659025677339,28.0,12.0,179.0,4036.0,2.3161911110263143,1742.5159697688464,7.463659025677339,3.367295829986474,5.19295685089021,23,Developed,High density
48,027,020500,1400000US48027020500,48027020500,205,Census Tract 205,TX,Bell County,Texas,CT,4463159,2569,3566,4.469338212527261,797.8809905244442,6.683211986642934,78.0,36.0,1803.0,3566.0,4.469338212527261,797.8809905244442,6.683211986642934,4.3694478524670215,7.4977617006225685,22,Developed,Medium density
48,027,020702,1400000US48027020702,48027020702,207.02,Census Tract 207.02,TX,Bell County,Texas,CT,3572111,0,1330,3.5859487331884172,370.8920843431694,5.91860371633551,5.0,3.0,29.0,1330.0,3.5859487331884172,370.8920843431694,5.91860371633551,1.791759469228055,3.4011973816621555,23,Developed,Medium density
48,491,020408,1400000US48491020408,48491020408,204.08,Census Tract 204.08,TX,Williamson County,Texas,CT,3336627,0,4776,3.349122376352944,1426.0452331398135,7.263361315040205,440.0,84.0,2514.0,4776.0,3.349122376352944,1426.0452331398135,7.263361315040205,6.089044875446846,7.83002808253384,23,Developed,High density
48,491,021202,1400000US48491021202,48491021202,212.02,Census Tract 212.02,TX,Williamson County,Texas,CT,2699609,9079,4094,2.6948384123814555,1519.200550649006,7.326597546353296,36.0,24.0,201.0,4094.0,2.6948384123814555,1519.200550649006,7.326597546353296,3.6109179126442243,5.308267697401205,22,Developed,High density
48,491,020406,1400000US48491020406,48491020406,204.06,Census Tract 204.06,TX,Williamson County,Texas,CT,2761980,491,6933,2.7949271121928065,2480.5655824636515,7.816644923235048,59.0,34.0,179.0,6933.0,2.7949271121928065,2480.5655824636515,7.816644923235048,4.0943445622221,5.19295685089021,23,Developed,High density
48,029,171200,1400000US48029171200,48029171200,1712,Census Tract 1712,TX,Bexar County,Texas,CT,2342831,0,3968,2.3388231468873384,1696.5797543439223,7.436958841742374,3.0,3.0,12.0,3968.0,2.3388231468873384,1696.5797543439223,7.436958841742374,1.3862943611198906,2.5649493574615367,22,Developed,High density
48,029,181505,1400000US48029181505,48029181505,1815.05,Census Tract 1815.05,TX,Bexar County,Texas,CT,2190819,0,4529,2.1861810976555183,2071.6490527051687,7.6365828037021135,2.0,1.0,4.0,4529.0,2.1861810976555183,2071.6490527051687,7.6365828037021135,1.0986122886681098,1.6094379124341003,22,Developed,High density
48,029,150900,1400000US48029150900,48029150900,1509,Census Tract 1509,TX,Bexar County,Texas,CT,2754406,0,7011,2.7568871898960525,2543.085558848836,7.8415265555174525,1.0,1.0,5.0,7011.0,2.7568871898960525,2543.085558848836,7.8415265555174525,0.6931471805599453,1.791759469228055,22,Developed,High density
48,029,151700,1400000US48029151700,48029151700,1517,Census Tract 1517,TX,Bexar County,Texas,CT,6264083,39645,7975,6.311285799229475,1263.6093901774568,7.1425185710100845,6.0,5.0,57.0,7975.0,6.311285799229475,1263.6093901774568,7.1425185710100845,1.9459101490553132,4.060443010546419,22,Developed,Medium density
48,029,152100,1400000US48029152100,48029152100,1521,Census Tract 1521,TX,Bexar County,Texas,CT,111654937,233003,6022,111.89805919473048,53.81684046476821,4.00399745449586,551.0,87.0,3083.0,6022.0,111.89805919473048,53.81684046476821,4.00399745449586,6.313548046277095,8.03398273468322,52,Shrub/Scrub,Low density
48,029,121507,1400000US48029121507,48029121507,1215.07,Census Tract 1215.07,TX,Bexar County,Texas,CT,2659634,10404,5231,2.671559941593014,1958.032054066819,7.580205780274597,123.0,41.0,940.0,5231.0,2.671559941593014,1958.032054066819,7.580205780274597,4.820281565605037,6.846943139585379,23,Developed,High density
48,029,181902,1400000US48029181902,48029181902,1819.02,Census Tract 1819.02,TX,Bexar County,Texas,CT,28201528,11907,10906,28.204948646317455,386.66973433486214,5.960153776978822,2996.0,128.0,8518.0,10906.0,28.204948646317455,386.66973433486214,5.960153776978822,8.005367067316664,9.05005424204284,42,Forest,Medium density
48,029,191405,1400000US48029191405,48029191405,1914.05,Census Tract 1914.05,TX,Bexar County,Texas,CT,8811739,6057,8719,8.810122399778209,989.6570790230448,6.898368439151354,1505.0,89.0,5042.0,8719.0,8.810122399778209,989.6570790230448,6.898368439151354,7.317212408359839,8.525756422076725,22,Developed,Medium density
48,029,131300,1400000US48029131300,48029131300,1313,Census Tract 1313,TX,Bexar County,Texas,CT,5346381,0,5739,5.341949096330135,1074.326972516948,6.980380054795224,17.0,15.0,47.0,5739.0,5.341949096330135,1074.326972516948,6.980380054795224,2.8903717578961645,3.871201010907891,22,Developed,Medium density
48,029,161504,1400000US48029161504,48029161504,1615.04,Census Tract 1615.04,TX,Bexar County,Texas,CT,2292120,23704,5781,2.2977772264643463,2515.9096945596357,7.830787116287322,100.0,43.0,470.0,5781.0,2.2977772264643463,2515.9096945596357,7.830787116287322,4.61512051684126,6.154858094016418,22,Developed,High density
48,029,160702,1400000US48029160702,48029160702,1607.02,Census Tract 1607.02,TX,Bexar County,Texas,CT,2935415,0,4689,2.9339609822421937,1598.1807625868867,7.377246753715942,22.0,13.0,277.0,4689.0,2.9339609822421937,1598.1807625868867,7.377246753715942,3.1354942159291497,5.627621113690637,22,Developed,High density
48,029,121404,1400000US48029121404,48029121404,1214.04,Census Tract 1214.04,TX,Bexar County,Texas,CT,6661546,390,5732,6.671282546189474,859.2051019146271,6.757170851411595,12.0,6.0,38.0,5732.0,6.671282546189474,859.2051019146271,6.757170851411595,2.5649493574615367,3.6635616461296463,24,Developed,Medium density
48,029,131615,1400000US48029131615,48029131615,1316.15,Census Tract 1316.15,TX,Bexar County,Texas,CT,10564847,183548,13743,10.733548460659884,1280.3780641947276,7.155691390434022,26.0,11.0,96.0,13743.0,10.733548460659884,1280.3780641947276,7.155691390434022,3.295836866004329,4.574710978503383,23,Developed,Medium density
48,029,121606,1400000US48029121606,48029121606,1216.06,Census Tract 1216.06,TX,Bexar County,Texas,CT,2860426,0,3791,2.8528088866671477,1328.8657427132853,7.19283327079212,2.0,2.0,4.0,3791.0,2.8528088866671477,1328.8657427132853,7.19283327079212,1.0986122886681098,1.6094379124341003,23,Developed,Medium density
48,029,121300,1400000US48029121300,48029121300,1213,Census Tract 1213,TX,Bexar County,Texas,CT,5103060,4086,5995,5.106440209516429,1174.0076754110698,7.069029958821664,89.0,35.0,311.0,5995.0,5.106440209516429,1174.0076754110698,7.069029958821664,4.499809670330265,5.7430031878094825,22,Developed,Medium density
48,319,950200,1400000US48319950200,48319950200,9502,Census Tract 9502,TX,Mason County,Texas,CT,2394046242,8733257,1602,2401.903109628482,0.6669711170188675,0.5110082772951396,2139.0,151.0,10029.0,1602.0,2401.903109628482,0.6669711170188675,0.5110082772951396,7.668561108015897,9.21333588095598,52,Shrub/Scrub,Low density
48,225,950600,1400000US48225950600,48225950600,9506,Census Tract 9506,TX,Houston County,Texas,CT,462165990,542890,1315,462.5499220323995,2.842936378028165,1.3462367561576534,431.0,80.0,1237.0,1315.0,462.5499220323995,2.842936378028165,1.3462367561576534,6.068425588244111,7.121252453244542,42,Forest,Low density
48,441,011400,1400000US48441011400,48441011400,114,Census Tract 114,TX,Taylor County,Texas,CT,3597416,0,4534,3.6221252799619883,1251.7512922820774,7.13309744539554,35.0,18.0,133.0,4534.0,3.6221252799619883,1251.7512922820774,7.13309744539554,3.58351893845611,4.897839799950911,23,Developed,Medium density
48,441,012500,1400000US48441012500,48441012500,125,Census Tract 125,TX,Taylor County,Texas,CT,2119116,0,3128,2.104930506223539,1486.034807682061,7.304539354176819,18.0,13.0,34.0,3128.0,2.104930506223539,1486.034807682061,7.304539354176819,2.9444389791664403,3.5553480614894135,23,Developed,High density
48,441,012802,1400000US48441012802,48441012802,128.02,Census Tract 128.02,TX,Taylor County,Texas,CT,6084544,0,3853,6.0732820861206696,634.4180865244673,6.454283186215425,51.0,25.0,1348.0,3853.0,6.0732820861206696,634.4180865244673,6.454283186215425,3.9512437185814275,7.207118856207756,82,Agriculture,Medium density
48,395,960100,1400000US48395960100,48395960100,9601,Census Tract 9601,TX,Robertson County,Texas,CT,368662811,6152942,1876,374.9656095837409,5.00312549218206,1.7922802489624226,147.0,55.0,962.0,1876.0,374.9656095837409,5.00312549218206,1.7922802489624226,4.997212273764115,6.870053411798126,81,Agriculture,Low density
48,373,210302,1400000US48373210302,48373210302,2103.02,Census Tract 2103.02,TX,Polk County,Texas,CT,351344717,1851161,5369,353.18534874540643,15.201649839303618,2.785113078985123,453.0,79.0,1128.0,5369.0,353.18534874540643,15.201649839303618,2.785113078985123,6.118097198041348,7.029087564149662,42,Forest,Low density
48,335,950400,1400000US48335950400,48335950400,9504,Census Tract 9504,TX,Mitchell County,Texas,CT,1982914609,7252257,2623,1991.273951573056,1.3172471813473463,0.8403799213947488,858.0,123.0,4663.0,2623.0,1991.273951573056,1.3172471813473463,0.8403799213947488,6.755768921984255,8.447628728030327,52,Shrub/Scrub,Low density
48,063,950101,1400000US48063950101,48063950101,9501.01,Census Tract 9501.01,TX,Camp County,Texas,CT,268648454,2860847,3027,271.4851876476259,11.149779574452857,2.497311027601648,263.0,81.0,860.0,3027.0,271.4851876476259,11.149779574452857,2.497311027601648,5.575949103146316,6.7580945044277305,81,Agriculture,Low density
48,223,950800,1400000US48223950800,48223950800,9508,Census Tract 9508,TX,Hopkins County,Texas,CT,204645200,2018273,3191,206.71700232546914,15.436562856962656,2.7995082958085358,5.0,4.0,7.0,3191.0,206.71700232546914,15.436562856962656,2.7995082958085358,1.791759469228055,2.0794415416798357,81,Agriculture,Low density
48,061,013305,1400000US48061013305,48061013305,133.05,Census Tract 133.05,TX,Cameron County,Texas,CT,2040881,131225,4533,2.1914260242306676,2068.516094031226,7.635070087931308,37.0,28.0,185.0,4533.0,2.1914260242306676,2068.516094031226,7.635070087931308,3.6375861597263857,5.225746673713202,22,Developed,High density
48,061,012800,1400000US48061012800,48061012800,128,Census Tract 128,TX,Cameron County,Texas,CT,8925824,570560,5009,10.130082411723928,494.4678430456691,6.2055024536735,5404.0,174.0,129453.0,5009.0,10.130082411723928,494.4678430456691,6.2055024536735,8.595079730073309,11.771080884663665,82,Agriculture,Medium density
48,061,010700,1400000US48061010700,48061010700,107,Census Tract 107,TX,Cameron County,Texas,CT,2144452,65673,3294,2.174441711865279,1514.8716022258154,7.32374586751378,638.0,79.0,11038.0,3294.0,2.174441711865279,1514.8716022258154,7.32374586751378,6.459904454377535,9.309189736018352,22,Developed,High density
48,061,011100,1400000US48061011100,48061011100,111,Census Tract 111,TX,Cameron County,Texas,CT,1214621,11176,2592,1.2235866701924878,2118.3624038599905,7.658870569534605,7.0,7.0,51.0,2592.0,1.2235866701924878,2118.3624038599905,7.658870569534605,2.0794415416798357,3.9512437185814275,23,Developed,High density
48,061,013307,1400000US48061013307,48061013307,133.07,Census Tract 133.07,TX,Cameron County,Texas,CT,5723405,218695,2245,5.971716920563808,375.9387844171359,5.93208279871231,897.0,114.0,2794.0,2245.0,5.971716920563808,375.9387844171359,5.93208279871231,6.8001700683022,7.9355873855892,82,Agriculture,Medium density
48,061,013106,1400000US48061013106,48061013106,131.06,Census Tract 131.06,TX,Cameron County,Texas,CT,2934724,206683,5060,3.1453382124894684,1608.7300182561662,7.38382175339276,76.0,39.0,1406.0,5060.0,3.1453382124894684,1608.7300182561662,7.38382175339276,4.343805421853684,7.249215057114389,23,Developed,High density
48,459,950200,1400000US48459950200,48459950200,9502,Census Tract 9502,TX,Upshur County,Texas,CT,364052603,2974551,3916,366.8817470878372,10.673738966529857,2.457341786289174,45.0,35.0,92.0,3916.0,366.8817470878372,10.673738966529857,2.457341786289174,3.828641396489095,4.532599493153256,81,Agriculture,Low density
48,259,970500,1400000US48259970500,48259970500,9705,Census Tract 9705,TX,Kendall County,Texas,CT,7254411,0,6698,7.273511805943872,920.875662087526,6.826410357724566,1452.0,106.0,8269.0,6698.0,7.273511805943872,920.875662087526,6.826410357724566,7.2813856635702825,9.020389788017736,22,Developed,Medium density
48,257,050300,1400000US48257050300,48257050300,503,Census Tract 503,TX,Kaufman County,Texas,CT,13011678,43891,4253,13.038604716733625,326.1852086474973,5.790526397861719,32.0,20.0,149.0,4253.0,13.038604716733625,326.1852086474973,5.790526397861719,3.4965075614664802,5.0106352940962555,71,Grassland,Medium density
48,423,000300,1400000US48423000300,48423000300,3,Census Tract 3,TX,Smith County,Texas,CT,9512538,67313,6961,9.560647869859954,728.0887336039881,6.591795444222809,5.0,4.0,15.0,6961.0,9.560647869859954,728.0887336039881,6.591795444222809,1.791759469228055,2.772588722239781,22,Developed,Medium density
48,423,001602,1400000US48423001602,48423001602,16.02,Census Tract 16.02,TX,Smith County,Texas,CT,59155809,3096148,3664,62.22724700331712,58.88095932967571,4.092358580292763,963.0,147.0,10825.0,3664.0,62.22724700331712,58.88095932967571,4.092358580292763,6.871091294610546,9.289705927356923,81,Agriculture,Low density
48,423,000900,1400000US48423000900,48423000900,9,Census Tract 9,TX,Smith County,Texas,CT,4013511,0,5372,4.0117146818673,1339.0782809857103,7.2004833098847065,49.0,29.0,71.0,5372.0,4.0117146818673,1339.0782809857103,7.2004833098847065,3.912023005428146,4.276666119016055,22,Developed,Medium density
48,423,002009,1400000US48423002009,48423002009,20.09,Census Tract 20.09,TX,Smith County,Texas,CT,26414786,4039857,8710,30.454685220910847,285.99868745382815,5.659477642417555,1233.0,105.0,4715.0,8710.0,30.454685220910847,285.99868745382815,5.659477642417555,7.1180162044653335,8.458716261657262,81,Agriculture,Low density
48,467,950200,1400000US48467950200,48467950200,9502,Census Tract 9502,TX,Van Zandt County,Texas,CT,18878676,545279,3393,19.462453022556023,174.3356809168752,5.16670231323971,11.0,10.0,22.0,3393.0,19.462453022556023,174.3356809168752,5.16670231323971,2.4849066497880004,3.1354942159291497,81,Agriculture,Low density
48,231,960300,1400000US48231960300,48231960300,9603,Census Tract 9603,TX,Hunt County,Texas,CT,270364105,1612208,4565,271.8998594464753,16.789269436524442,2.878595434871863,174.0,56.0,544.0,4565.0,271.8998594464753,16.789269436524442,2.878595434871863,5.1647859739235145,6.300785794663244,71,Grassland,Low density
48,231,961501,1400000US48231961501,48231961501,9615.01,Census Tract 9615.01,TX,Hunt County,Texas,CT,102656661,379445,3047,103.0972911208126,29.554607758116855,3.4195155010239917,303.0,72.0,585.0,3047.0,103.0972911208126,29.554607758116855,3.4195155010239917,5.717027701406222,6.373319789577012,81,Agriculture,Low density
48,231,960200,1400000US48231960200,48231960200,9602,Census Tract 9602,TX,Hunt County,Texas,CT,127302099,433634,2400,127.737519950467,18.78852823297847,2.985102387620976,344.0,69.0,1523.0,2400.0,127.737519950467,18.78852823297847,2.985102387620976,5.84354441703136,7.329093736246592,81,Agriculture,Low density
48,213,950500,1400000US48213950500,48213950500,9505,Census Tract 9505,TX,Henderson County,Texas,CT,124076250,1282027,2898,125.30329161441237,23.127884053659386,3.1833681863456382,477.0,111.0,1414.0,2898.0,125.30329161441237,23.127884053659386,3.1833681863456382,6.169610732491456,7.254884810077338,81,Agriculture,Low density
48,213,951000,1400000US48213951000,48213951000,9510,Census Tract 9510,TX,Henderson County,Texas,CT,24011917,222694,2003,24.242676120895215,82.62289154923688,4.426317304967449,26.0,20.0,408.0,2003.0,24.242676120895215,82.62289154923688,4.426317304967449,3.295836866004329,6.013715156042802,81,Agriculture,Low density
48,499,950100,1400000US48499950100,48499950100,9501,Census Tract 9501,TX,Wood County,Texas,CT,357049120,8908529,5196,365.91361613585747,14.200072833777288,2.7213002195366247,811.0,111.0,3334.0,5196.0,365.91361613585747,14.200072833777288,2.7213002195366247,6.699500340161678,8.112227958349724,81,Agriculture,Low density
48,183,000401,1400000US48183000401,48183000401,4.01,Census Tract 4.01,TX,Gregg County,Texas,CT,7152500,0,4249,7.143363909755141,594.8177992440604,6.3899349143614135,16.0,14.0,36.0,4249.0,7.143363909755141,594.8177992440604,6.3899349143614135,2.833213344056216,3.6109179126442243,22,Developed,Medium density
48,183,000300,1400000US48183000300,48183000300,3,Census Tract 3,TX,Gregg County,Texas,CT,6740323,0,6050,6.766453373315695,894.1168535733782,6.796954272404113,77.0,37.0,257.0,6050.0,6.766453373315695,894.1168535733782,6.796954272404113,4.356708826689592,5.552959584921617,22,Developed,Medium density
48,183,001000,1400000US48183001000,48183001000,10,Census Tract 10,TX,Gregg County,Texas,CT,2298282,0,2218,2.3119337335381216,959.3700579841586,6.867318687251517,27.0,15.0,335.0,2218.0,2.3119337335381216,959.3700579841586,6.867318687251517,3.332204510175204,5.817111159963204,22,Developed,Medium density
48,471,790600,1400000US48471790600,48471790600,7906,Census Tract 7906,TX,Walker County,Texas,CT,6076541,68647,6568,6.121914043651243,1072.8670728089319,6.97902149907455,26.0,19.0,66.0,6568.0,6.121914043651243,1072.8670728089319,6.97902149907455,3.295836866004329,4.204692619390966,22,Developed,Medium density
48,471,790700,1400000US48471790700,48471790700,7907,Census Tract 7907,TX,Walker County,Texas,CT,7047581,14875,8880,7.080947750697072,1254.0694145251705,7.134946160414944,256.0,46.0,615.0,8880.0,7.080947750697072,1254.0694145251705,7.134946160414944,5.54907608489522,6.423246963533519,22,Developed,Medium density
48,471,790103,1400000US48471790103,48471790103,7901.03,Census Tract 7901.03,TX,Walker County,Texas,CT,198864483,6219726,5225,205.06405493494537,25.479843367271663,3.276383815918068,2022.0,142.0,6205.0,5225.0,205.06405493494537,25.479843367271663,3.276383815918068,7.612336837167746,8.733271845008325,42,Forest,Low density
48,343,950200,1400000US48343950200,48343950200,9502,Census Tract 9502,TX,Morris County,Texas,CT,292271943,13383954,5030,305.76507507173335,16.45053804401941,2.8593704816412555,2766.0,135.0,9964.0,5030.0,305.76507507173335,16.45053804401941,2.8593704816412555,7.925518979786926,9.206834232646894,81,Agriculture,Low density
48,183,001400,1400000US48183001400,48183001400,14,Census Tract 14,TX,Gregg County,Texas,CT,34939910,524726,3151,35.4861607126501,88.79517921127862,4.497531290251086,138.0,63.0,808.0,3151.0,35.4861607126501,88.79517921127862,4.497531290251086,4.9344739331306915,6.695798917058491,90,Wetlands,Low density
48,183,010100,1400000US48183010100,48183010100,101,Census Tract 101,TX,Gregg County,Texas,CT,101442398,177709,6502,101.64407854215726,63.96831072951556,4.173899623777372,200.0,59.0,740.0,6502.0,101.64407854215726,63.96831072951556,4.173899623777372,5.303304908059076,6.608000625296087,81,Agriculture,Low density
48,203,020502,1400000US48203020502,48203020502,205.02,Census Tract 205.02,TX,Harrison County,Texas,CT,52887939,151757,4362,53.0654327354017,82.20040382503026,4.421252201481613,172.0,40.0,669.0,4362.0,53.0654327354017,82.20040382503026,4.421252201481613,5.153291594497779,6.507277712385012,81,Agriculture,Low density
48,477,170100,1400000US48477170100,48477170100,1701,Census Tract 1701,TX,Washington County,Texas,CT,67270050,812415,4541,68.0581807773176,66.72232416640531,4.215415876912354,704.0,58.0,3870.0,4541.0,68.0581807773176,66.72232416640531,4.215415876912354,6.558197802812269,8.261268150577648,81,Agriculture,Low density
48,485,013502,1400000US48485013502,48485013502,135.02,Census Tract 135.02,TX,Wichita County,Texas,CT,30841615,0,5296,30.767797651967125,172.12801708806748,5.1540313040132455,19.0,16.0,87.0,5296.0,30.767797651967125,172.12801708806748,5.1540313040132455,2.995732273553991,4.477336814478207,71,Grassland,Low density
48,485,013100,1400000US48485013100,48485013100,131,Census Tract 131,TX,Wichita County,Texas,CT,92623087,105678,7437,92.77664596256221,80.1602593286356,4.396425710228946,718.0,87.0,4441.0,7437.0,92.77664596256221,80.1602593286356,4.396425710228946,6.577861357721047,8.398860004454372,71,Grassland,Low density
48,485,011400,1400000US48485011400,48485011400,114,Census Tract 114,TX,Wichita County,Texas,CT,5927267,0,2317,5.903679625922278,392.4670962540648,5.9749974462013276,614.0,59.0,2746.0,2317.0,5.903679625922278,392.4670962540648,5.9749974462013276,6.421622267806518,7.918264686095274,22,Developed,Medium density
48,041,000900,1400000US48041000900,48041000900,9,Census Tract 9,TX,Brazos County,Texas,CT,3184793,175945,2461,3.3519500001394715,734.199495785319,6.600141885221491,1613.0,120.0,6559.0,2461.0,3.3519500001394715,734.199495785319,6.600141885221491,7.3864708488298945,8.788745881938135,23,Developed,Medium density
48,041,001801,1400000US48041001801,48041001801,18.01,Census Tract 18.01,TX,Brazos County,Texas,CT,2923231,0,5320,2.924348393467172,1819.2086865862418,7.50670643645702,613.0,87.0,1737.0,5320.0,2.924348393467172,1819.2086865862418,7.50670643645702,6.419994928147142,7.460490305825338,23,Developed,High density
48,339,691500,1400000US48339691500,48339691500,6915,Census Tract 6915,TX,Montgomery County,Texas,CT,4396046,37660,5782,4.450294760577825,1299.2397832203965,7.170303975072145,134.0,51.0,368.0,5782.0,4.450294760577825,1299.2397832203965,7.170303975072145,4.90527477843843,5.910796644040527,22,Developed,Medium density
48,339,691000,1400000US48339691000,48339691000,6910,Census Tract 6910,TX,Montgomery County,Texas,CT,4492233,0,4452,4.513055943925844,986.4712636660267,6.895147396266825,324.0,57.0,736.0,4452.0,4.513055943925844,986.4712636660267,6.895147396266825,5.783825182329737,6.602587892189336,22,Developed,Medium density
48,487,950500,1400000US48487950500,48487950500,9505,Census Tract 9505,TX,Wilbarger County,Texas,CT,34574132,41204,2886,34.608054262740744,83.39099268886336,4.435460674210814,45.0,21.0,313.0,2886.0,34.608054262740744,83.39099268886336,4.435460674210814,3.828641396489095,5.749392985908253,82,Agriculture,Low density
48,291,700600,1400000US48291700600,48291700600,7006,Census Tract 7006,TX,Liberty County,Texas,CT,313735828,7216524,2827,320.83318509995894,8.81143264254045,2.2835483019095646,372.0,84.0,743.0,2827.0,320.83318509995894,8.81143264254045,2.2835483019095646,5.921578419643816,6.612041034833092,90,Wetlands,Low density
48,291,701300,1400000US48291701300,48291701300,7013,Census Tract 7013,TX,Liberty County,Texas,CT,354724589,2720050,3573,357.65997245964985,9.989935343975612,2.39697988522949,103.0,41.0,247.0,3573.0,357.65997245964985,9.989935343975612,2.39697988522949,4.6443908991413725,5.5134287461649825,90,Wetlands,Low density
